,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10002330,Clostridium botulinum A,Homo sapiens,Inadvertent botulism,hypodermic needle,vehicle-borne medical,muscle,toxin=BoNT/A;URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2004.pdf,URL:http://www.cdc.gov/nationalsurveillance/PDFs/Botulism_CSTE_2004.pdf,
10002331,Clostridium botulinum A2 str. Kyoto,Homo sapiens,Infant botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/A;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29859,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29859,
10002332,Clostridium botulinum A3 str. Loch Maree,Homo sapiens,Foodborne botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/A;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=28507,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=28507,
10002333,Clostridium botulinum B1 str. Okra    ,Homo sapiens,Foodborne botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/B;PMID:1806006;URL:http://img.jgi.doe.gov/cgi-bin/pub/main.cgi?page=taxonDetail&taxon_oid=641522619,PMID:1806006;URL:http://img.jgi.doe.gov/cgi-bin/pub/main.cgi?page=taxonDetail&taxon_oid=641522619,
10002334,Clostridium botulinum Ba4 str. 657,Homo sapiens,Infant botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/B;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29077,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29077,
10002335,Clostridium botulinum Bf ,Homo sapiens,Infant botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/B;toxin=BoNT/F;URL:http://pathema.jcvi.org/cgi-bin/Clostridium/shared/GenomePage.cgi?org=bcb2,URL:http://pathema.jcvi.org/cgi-bin/Clostridium/shared/GenomePage.cgi?org=bcb2,
10002336,Clostridium botulinum D str. 1873,Homo sapiens,Foodborne botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/D;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33173,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33173,
10002337,Clostridium botulinum E1 str. 'BoNT E Beluga',Homo sapiens,Foodborne botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/E;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29861,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=29861,
10002338,Clostridium botulinum F str. Langeland,Homo sapiens,Foodborne botulism,food,vehicle-borne ingestion,gastrointestinal system,toxin=BoNT/F;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=19519,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=19519,
10002339,Clostridium perfringens B,Sus scrofa,Gastroenteritis,unknown,unknown,unknown,toxin=Clostridium perfringens B epsilon toxin;URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,
10002340,Clostridium perfringens B,Bos taurus,Gastroenteritis,unknown,unknown,unknown,toxin=Clostridium perfringens B epsilon toxin;URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,
10002341,Clostridium perfringens B,Ovis aries,Gastroenteritis,unknown,unknown,unknown,toxin=Clostridium perfringens B epsilon toxin;URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,
10002342,Clostridium perfringens B,Equus caballus,Gastroenteritis,unknown,unknown,unknown,toxin=Clostridium perfringens B epsilon toxin;URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,URL:http://www.azdhs.gov/phs/edc/edrp/pdf/epsilontoxinset.pdf,
10002343,Clostridium perfringens D,Bos taurus,Enterotoxemia,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10002344,Clostridium perfringens D,Ovis aries,Enterotoxemia,small intestine,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;PMID:8964036,PMID:8964036,
10002345,Clostridium perfringens B,Bos taurus,Hemorrhagic enteritis,unknown,unknown,digestive system,toxin=Clostridium perfringens B epsilon toxin;PMID:8964036,PMID:8964036,
10002346,Clostridium perfringens B,Equus caballus,Hemorrhagic enteritis,unknown,unknown,digestive system,toxin=Clostridium perfringens B epsilon toxin;PMID:8964036,PMID:8964036,
10002347,Clostridium perfringens D str. JGS1721,Ovis aries,Enterotoxemia,unknown,unknown,small intestine,toxin=Clostridium perfringens D epsilon toxin;URL:http://pathema.jcvi.org/cgi-bin/Clostridium/shared/GenomePage.cgi?org=bcpe1,URL:http://pathema.jcvi.org/cgi-bin/Clostridium/shared/GenomePage.cgi?org=bcpe1,
10002348,Staphylococcus aureus,Homo sapiens,Impetigo,unknown,unknown,skin,toxin=Staphylococcal enterotoxin B;PMID:9431380,PMID:9431380,
10002349,Staphylococcus aureus,Homo sapiens,Scarlet fever,unknown,unknown,skin,toxin=Staphylococcal enterotoxin B;PMID:1775408,PMID:1775408,
10002350,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,unknown,unknown,unknown,toxin=Staphylococcal enterotoxin B;PMID:9324218,PMID:9324218,
10002351,Staphylococcus aureus,Homo sapiens,Atopic dermatitis,unknown,unknown,unknown,toxin=Staphylococcal enterotoxin B;PMID:19222456,PMID:19222456,
10002352,Staphylococcus aureus,Capra hircus,Mastitis,unknown,unknown,mammae,toxin=Staphylococcal enterotoxin B;PMID:3400796,PMID:3400796,
10002353,Staphylococcus aureus,Homo sapiens,Gastroenteritis,caprine milk,vehicle-borne ingestion,digestive system,toxin=Staphylococcal enterotoxin B;PMID:3400796,PMID:3400796,
10002354,Staphylococcus aureus,Homo sapiens,Osteomyelitis,unknown,unknown,unknown,toxin=Staphylococcal enterotoxin B;PMID:6845109 ,PMID:6845109 ,
10002355,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus septicemia,unknown,unknown,unknown,toxin=Staphylococcal enterotoxin B;PMID:6845109 ,PMID:6845109 ,
10002356,Staphylococcus aureus,Homo sapiens,Toxic shock syndrome,unknown,unknown,vagina,toxin=Staphylococcal enterotoxin B;PMID:7069224,PMID:7069224,
10002357,Staphylococcus aureus,Homo sapiens,Toxic shock syndrome,unknown,unknown,endometrium,toxin=Staphylococcal enterotoxin B;PMID: 11317249,PMID: 11317249,
10002358,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,fomite,contact,nasal mucosa,toxin=Staphylococcal enterotoxin B;PMID:15498154;symptom=nasal congestion;symptom=nasal discharge;symptom=fever;symptom=nausea;symptom=diarrhea,PMID:15498154,
10002359,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,fomite,contact,eye,toxin=Staphylococcal enterotoxin B;PMID:15498154;symptom=itching;symptom=yellow exudate from eyes;symptom=palpebral edema;symptom=nausea;symptom=diarrhea,PMID:15498154,
10002360,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,hypodermic needle,contact,eye,toxin=Staphylococcal enterotoxin B;PMID:15498154;symptom=palpebral edema;symptom=eye discharge;symptom=nausea;symptom=diarrhea,PMID:15498154,
10002361,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,aerosol,droplet spread,respiratory system,toxin=Staphylococcal enterotoxin B;PMID:15498154,PMID:15498154,
10002363,Staphylococcus aureus,Homo sapiens,Staphylococcus aureus infection,hair,droplet spread,respiratory system,toxin=Staphylococcal enterotoxin B;PMID:15498154,PMID:15498154,
10002364,Staphylococcus aureus,Homo sapiens,Staphylococcal food poisoning,food,vehicle-borne ingestion,digestive system,toxin=Staphylococcal enterotoxin B;URL:http://www.cfsph.iastate.edu/factsheets/pdfs/staphylococcal_enterotoxin_b.pdf;symptom=nausea;symptom=vomiting;symptom=diarrhea,URL:http://www.cfsph.iastate.edu/factsheets/pdfs/staphylococcal_enterotoxin_b.pdf,
10002365,Staphylococcus aureus,Homo sapiens,Staphylococcal food poisoning,milk,vehicle-borne ingestion,digestive system,toxin=Staphylococcal enterotoxin B;URL:http://navymedicine.med.navy.mil/Files/Media/directives/5042.pdf,URL:http://navymedicine.med.navy.mil/Files/Media/directives/5042.pdf,
10002366,Staphylococcus aureus,Homo sapiens,Staphylococcal food poisoning,dairy product,vehicle-borne ingestion,digestive system,toxin=Staphylococcal enterotoxin B;URL:http://navymedicine.med.navy.mil/Files/Media/directives/5042.pdf,URL:http://navymedicine.med.navy.mil/Files/Media/directives/5042.pdf,
10002367,Staphylococcus aureus,Homo sapiens,Dermatitis,unknown,unknown,skin,toxin=Staphylococcal enterotoxin B;PMID:8546480,PMID:8546480,
10002368,Staphylococcus aureus,Homo sapiens,Ritter's disease,unknown,unknown,skin,toxin=Staphylococcal enterotoxin B;PMID:9431380,PMID:9431380,
10002369,Brucella sp.,Homo sapiens,Brucellosis,unknown,unknown,unknown,URL:ftp://ftp.cdc.gov/pub/Publications/mmwr/wk/mm4553.pdf;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm;symptom=fever;symptom=sweat;symptom=headache;symptom=backache;symptom=weakness,URL:ftp://ftp.cdc.gov/pub/Publications/mmwr/wk/mm4553.pdf;URL:http://www.cdc.gov/ncidod/dbmd/diseaseinfo/brucellosis_g.htm,
10002370,Brucella abortus,Homo sapiens,Brucellosis,aerosol,droplet spread,respiratory system,PMID:15879907,PMID:15879907,
10002371,Brucella melitensis,Homo sapiens,Brucellosis,unpasteurized caprine milk,vehicle-borne ingestion,gastrointestinal system,PMID:15959815,PMID:15959815,
10002372,Brucella melitensis,Homo sapiens,Brucellosis,breast milk,vehicle-borne ingestion,gastrointestinal system,PMID:2078109,PMID:2078109,
10002373,Brucella melitensis,Homo sapiens,Brucellosis,unknown,vehicle-borne medical,unknown,PMID:10716074,PMID:10716074,
10002374,Brucella melitensis,Homo sapiens,Brucellosis,unpasteurized goat milk cheese,vehicle-borne ingestion,gastrointestinal system,PMID:11049768,PMID:11049768,
10002375,Brucella melitensis,Homo sapiens,Brucellosis,goat manure,contact,unknown,PMID:9537757,PMID:9537757,
10002376,Brucella melitensis,Homo sapiens,Brucellosis,tissue,contact,skin,PMID:9537757,PMID:9537757,
10002377,Brucella melitensis,Homo sapiens,Brucellosis,Pecorino cheese,vehicle-borne ingestion,gastrointestinal system,PMID:5766127,PMID:5766127,
10002378,Brucella melitensis,Homo sapiens,Brucellosis,unpasteurized milk,vehicle-borne ingestion,gastrointestinal system,PMID:15959815,PMID:15959815,
10002379,Brucella melitensis,Capra hircus,Brucellosis,unknown,unknown,unknown,PMID:15959815;infection_cvterm=is_reservoir;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf;symptom=decreased milk production;symptom=loss of weight;symptom=abortion;symptom=infertility;symptom=lameness,PMID:15959815;URL:http://www.aphis.usda.gov/publications/animal_health/content/printable_version/faq_brucellosis.pdf,
10002380,Brucella melitensis,Homo sapiens,Brucellosis,liver,vehicle-borne ingestion,gastrointestinal system,PMID:15959815,PMID:15959815,
10002381,Brucella abortus,Bos taurus,Brucellosis,biological product,vehicle-borne medical,unknown,PMID:9518281,PMID:9518281,
10002382,Brucella melitensis,Homo sapiens,Brucellosis,dairy product,vehicle-borne ingestion,gastrointestinal system,PMID:16144189,PMID:16144189,
10002383,Brucella abortus S19,Homo sapiens,Brucellosis,hypodermic needle,vehicle-borne fomite,skin,PMID:18727806,PMID:18727806,
10002384,Brucella abortus S19,Homo sapiens,Brucellosis,aerosol,droplet spread,conjunctiva,PMID:18727806,PMID:18727806,
10002385,Brucella abortus S19,Homo sapiens,Brucellosis,aerosol,droplet spread,respiratory system,PMID:18727806,PMID:18727806,
10002386,Brucella melitensis bv. 1 str. Rev.1,Homo sapiens,Brucellosis,air,airborne,respiratory system,PMID:3812841,PMID:3812841,
10002387,Brucella suis,Homo sapiens,Brucellosis,aerosol,droplet spread,respiratory system,PMID:13906425,PMID:13906425,
10002388,Brucella abortus,Homo sapiens,Brucellosis,cheese,vehicle-borne ingestion,gastrointestinal system,PMID:18843213,PMID:18843213,
10002389,Brucella abortus,Homo sapiens,Brucellosis,bone marrow,vehicle-borne medical,bone marrow,PMID:10918436,PMID:10918436,
10002390,Brucella abortus,Homo sapiens,Brucellosis,unpasteruized cow milk cheese,vehicle-borne ingestion,gastrointestinal system,PMID:10918436,PMID:10918436,
10002391,Brucella abortus,Homo sapiens,Brucellosis,blood,vehicle-borne medical,blood,PMID:13209187,PMID:13209187,
10002392,Brucella melitensis,Homo sapiens,Brucellosis,Homo sapiens,congenital,placenta,PMID:15995277,PMID:15995277,
10002393,Brucella sp.,Homo sapiens,Brucellosis,unpasteurized camel milk,vehicle-borne ingestion,gastrointestinal system,PMID:19208979,PMID:19208979,
10002394,Brucella abortus bv. 1 str. 9-941,Bos taurus,Brucellosis,undocumented,undocumented,undocumented,PMID:16204382,PMID:16204382,
10002395,Brucella abortus bv. 1,Bison bison,Brucellosis,undocumented,undocumented,undocumented,PMID:8809394,PMID:8809394,
10002396,Brucella abortus bv. 1,Bos taurus,Brucellosis,undocumented,undocumented,undocumented,PMID:8848302,PMID:8848302,
10002397,Brucella abortus bv. 2 str. 86/8/59,Bos taurus,Spontaneous abortion,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33031,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33031,
10002398,Brucella abortus bv. 4 str. 292,Bos taurus,Spontaneous abortion,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33027,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33027,
10002399,Brucella melitensis biovar Abortus 2308,Homo sapiens,undocumented,undocumented,undocumented,undocumented,PMID:16299333,PMID:16299333,
10002400,Brucella melitensis biovar Abortus 2308,Bos taurus,undocumented,undocumented,undocumented,undocumented,PMID:16299333,PMID:16299333,
10002401,Brucella melitensis 16M,Capra hircus,Brucellosis,undocumented,undocumented,undocumented,PMID:11756688;symptom=abortion,PMID:11756688,
10002402,Brucella melitensis 16M,Homo sapiens,Brucellosis,undocumented,undocumented,undocumented,PMID:11756688,PMID:11756688,
10002403,Brucella melitensis 16M,Bos taurus,Brucellosis,undocumented,undocumented,undocumented,PMID:11756688;symptom=abortion,PMID:11756688,
10002404,Brucella melitensis 16M,Ovis aries,Brucellosis,undocumented,undocumented,undocumented,PMID:11756688;symptom=abortion,PMID:11756688,
10002405,Brucella melitensis 16M,Sus scrofa,Brucellosis,undocumented,undocumented,undocumented,PMID:11756688;symptom=abortion,PMID:11756688,
10002406,Brucella melitensis ATCC 23457,Homo sapiens,Brucellosis,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=30561,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=30561,
10002407,Brucella suis 1330,Sus scrofa,Brucellosis,undocumented,undocumented,undocumented,PMID:12271122;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=320,PMID:12271122;URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=320,
10002408,Brucella suis ATCC 23445,Homo sapiens,Brucellosis,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=20371,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=20371,
10002409,Brucella sp.,Homo sapiens,Brucellosis,unpasteurized ovine milk,vehicle-borne ingestion,gastrointestinal system,PMID:15959815,PMID:15959815,
10002410,Brucella melitensis,Homo sapiens,Undulant fever,unpasteurized caprine milk,vehicle-borne ingestion,gastrointestinal system,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,
10002411,Brucella melitensis,Homo sapiens,Brucellosis,bodily fluid,contact,skin,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,
10002412,Brucella melitensis,Homo sapiens,Brucellosis,bodily fluid,contact,conjunctiva,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,URL:http://pathport.vbi.vt.edu/pathinfo/pathogens/melitensis_Info.shtml,
10002413,Brucella melitensis,Camelus dromedarius,Brucellosis,undocumented,undocumented,undocumented,PMID:18346482;infection_cvterm=is_reservoir,PMID:18346482,
10002414,Vibrio cholerae,Homo sapiens,Cholera,contaminated water,vehicle-borne ingestion,gastrointestinal system,URL:http://www.who.int/topics/cholera/faq/en/index.html,URL:http://www.who.int/topics/cholera/faq/en/index.html,
10002415,Vibrio cholerae,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.who.int/hac/crises/zwe/sitreps/zimbabwe_cholera_update_8june2009.pdf,URL:http://www.who.int/hac/crises/zwe/sitreps/zimbabwe_cholera_update_8june2009.pdf,
10002416,Vibrio cholerae,Homo sapiens,Cholera,undocumented,vehicle-borne ingestion,gastrointestinal system,URL:http://www.who.int/hac/crises/zwe/sitreps/zimbabwe_cholera_update_8june2009.pdf,URL:http://www.who.int/hac/crises/zwe/sitreps/zimbabwe_cholera_update_8june2009.pdf,
10002417,Vibrio cholerae 623-39,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18493,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18493,
10002418,Vibrio cholerae AM-19226,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=17723,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=17723,
10002419,Vibrio cholerae B33,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18499,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18499,
10002420,Vibrio cholerae bv. albensis VL426,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33549,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33549,
10002421,Vibrio cholerae BX 330286,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33559,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=33559,
10002422,Vibrio cholerae M66-2,Homo sapiens,Cholera,undocumented,vehicle-borne ingestion,gastrointestinal system,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=32851,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=32851,
10002423,Vibrio cholerae MAK 757,Homo sapiens,Cholera,undocumented,undocumented,undocumented,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18263,URL:http://www.ncbi.nlm.nih.gov/sites/entrez?Db=genomeprj&cmd=ShowDetailView&TermToSearch=18263,
